<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20161224,000000,63.5425000,63.5425000,63.5425000,63.5425000,0
20161227,000000,63.7285000,63.7285000,63.7285000,63.7285000,0
20161228,000000,63.5730000,63.5730000,63.5730000,63.5730000,0
20161229,000000,63.4879000,63.4879000,63.4879000,63.4879000,0
20161230,000000,63.0214000,63.0214000,63.0214000,63.0214000,0
20161231,000000,63.8111000,63.8111000,63.8111000,63.8111000,0
20170110,000000,63.1125000,63.1125000,63.1125000,63.1125000,0
20170111,000000,63.5445000,63.5445000,63.5445000,63.5445000,0
20170112,000000,63.5184000,63.5184000,63.5184000,63.5184000,0
20170113,000000,63.2759000,63.2759000,63.2759000,63.2759000,0
20170114,000000,63.1222000,63.1222000,63.1222000,63.1222000,0
20170117,000000,63.2308000,63.2308000,63.2308000,63.2308000,0
20170118,000000,63.2864000,63.2864000,63.2864000,63.2864000,0
20170119,000000,63.2252000,63.2252000,63.2252000,63.2252000,0
20170120,000000,63.1803000,63.1803000,63.1803000,63.1803000,0
20170121,000000,63.7272000,63.7272000,63.7272000,63.7272000,0
20170124,000000,63.9424000,63.9424000,63.9424000,63.9424000,0
20170125,000000,63.6225000,63.6225000,63.6225000,63.6225000,0
20170126,000000,63.4254000,63.4254000,63.4254000,63.4254000,0
20170127,000000,64.0248000,64.0248000,64.0248000,64.0248000,0
20170128,000000,64.3429000,64.3429000,64.3429000,64.3429000,0
20170131,000000,64.4333000,64.4333000,64.4333000,64.4333000,0
20170201,000000,64.2850000,64.2850000,64.2850000,64.2850000,0
20170202,000000,65.0322000,65.0322000,65.0322000,65.0322000,0
20170203,000000,64.7307000,64.7307000,64.7307000,64.7307000,0
20170204,000000,63.8156000,63.8156000,63.8156000,63.8156000,0
20170207,000000,63.1566000,63.1566000,63.1566000,63.1566000,0
20170208,000000,63.2362000,63.2362000,63.2362000,63.2362000,0
20170209,000000,63.4467000,63.4467000,63.4467000,63.4467000,0
20170210,000000,63.0253000,63.0253000,63.0253000,63.0253000,0
20170211,000000,62.6824000,62.6824000,62.6824000,62.6824000,0
20170214,000000,61.7662000,61.7662000,61.7662000,61.7662000,0
20170215,000000,61.2955000,61.2955000,61.2955000,61.2955000,0
20170216,000000,60.0249000,60.0249000,60.0249000,60.0249000,0
20170217,000000,60.6540000,60.6540000,60.6540000,60.6540000,0
20170218,000000,61.4496000,61.4496000,61.4496000,61.4496000,0
20170221,000000,61.6987000,61.6987000,61.6987000,61.6987000,0
20170222,000000,61.2090000,61.2090000,61.2090000,61.2090000,0
20170223,000000,60.4535000,60.4535000,60.4535000,60.4535000,0
20170228,000000,61.2569000,61.2569000,61.2569000,61.2569000,0
20170301,000000,61.3883000,61.3883000,61.3883000,61.3883000,0
20170302,000000,61.5417000,61.5417000,61.5417000,61.5417000,0
20170303,000000,61.5198000,61.5198000,61.5198000,61.5198000,0
20170304,000000,61.9850000,61.9850000,61.9850000,61.9850000,0
20170307,000000,61.8606000,61.8606000,61.8606000,61.8606000,0
20170308,000000,61.7063000,61.7063000,61.7063000,61.7063000,0
20170310,000000,61.9911000,61.9911000,61.9911000,61.9911000,0
20170311,000000,62.7408000,62.7408000,62.7408000,62.7408000,0
20170314,000000,63.2661000,63.2661000,63.2661000,63.2661000,0
20170315,000000,62.7447000,62.7447000,62.7447000,62.7447000,0
20170316,000000,62.8428000,62.8428000,62.8428000,62.8428000,0
20170317,000000,62.4897000,62.4897000,62.4897000,62.4897000,0
20170318,000000,62.3722000,62.3722000,62.3722000,62.3722000,0
20170321,000000,61.6956000,61.6956000,61.6956000,61.6956000,0
20170322,000000,61.7308000,61.7308000,61.7308000,61.7308000,0
20170323,000000,62.2699000,62.2699000,62.2699000,62.2699000,0
20170324,000000,62.0959000,62.0959000,62.0959000,62.0959000,0
20170325,000000,61.8636000,61.8636000,61.8636000,61.8636000,0
20170328,000000,61.9615000,61.9615000,61.9615000,61.9615000,0
20170329,000000,61.8102000,61.8102000,61.8102000,61.8102000,0
20170330,000000,61.5347000,61.5347000,61.5347000,61.5347000,0
20170331,000000,60.5950000,60.5950000,60.5950000,60.5950000,0
20170401,000000,59.8107000,59.8107000,59.8107000,59.8107000,0
20170404,000000,59.8953000,59.8953000,59.8953000,59.8953000,0
20170405,000000,60.2427000,60.2427000,60.2427000,60.2427000,0
20170406,000000,59.6948000,59.6948000,59.6948000,59.6948000,0
20170407,000000,60.0827000,60.0827000,60.0827000,60.0827000,0
20170408,000000,60.5687000,60.5687000,60.5687000,60.5687000,0
20170411,000000,60.7469000,60.7469000,60.7469000,60.7469000,0
20170412,000000,60.3042000,60.3042000,60.3042000,60.3042000,0
20170413,000000,60.2631000,60.2631000,60.2631000,60.2631000,0
20170414,000000,60.2867000,60.2867000,60.2867000,60.2867000,0
20170415,000000,59.7791000,59.7791000,59.7791000,59.7791000,0
20170418,000000,59.8393000,59.8393000,59.8393000,59.8393000,0
20170419,000000,59.6124000,59.6124000,59.6124000,59.6124000,0
20170420,000000,60.2649000,60.2649000,60.2649000,60.2649000,0
20170421,000000,60.6139000,60.6139000,60.6139000,60.6139000,0
20170422,000000,60.3187000,60.3187000,60.3187000,60.3187000,0
20170425,000000,60.8461000,60.8461000,60.8461000,60.8461000,0
20170426,000000,60.7932000,60.7932000,60.7932000,60.7932000,0
20170427,000000,61.5052000,61.5052000,61.5052000,61.5052000,0
20170428,000000,62.1664000,62.1664000,62.1664000,62.1664000,0
20170429,000000,62.0440000,62.0440000,62.0440000,62.0440000,0
20170503,000000,62.1515000,62.1515000,62.1515000,62.1515000,0
20170504,000000,62.3224000,62.3224000,62.3224000,62.3224000,0
20170505,000000,62.7298000,62.7298000,62.7298000,62.7298000,0
20170506,000000,64.2398000,64.2398000,64.2398000,64.2398000,0
20170511,000000,63.2634000,63.2634000,63.2634000,63.2634000,0
20170512,000000,62.1595000,62.1595000,62.1595000,62.1595000,0
20170513,000000,62.0915000,62.0915000,62.0915000,62.0915000,0
20170516,000000,61.8449000,61.8449000,61.8449000,61.8449000,0
20170517,000000,62.0382000,62.0382000,62.0382000,62.0382000,0
20170518,000000,62.9568000,62.9568000,62.9568000,62.9568000,0
20170519,000000,63.9967000,63.9967000,63.9967000,63.9967000,0
20170520,000000,63.6479000,63.6479000,63.6479000,63.6479000,0
20170523,000000,63.1713000,63.1713000,63.1713000,63.1713000,0
20170524,000000,63.6189000,63.6189000,63.6189000,63.6189000,0
20170525,000000,62.9203000,62.9203000,62.9203000,62.9203000,0
20170526,000000,63.0116000,63.0116000,63.0116000,63.0116000,0
20170527,000000,63.6689000,63.6689000,63.6689000,63.6689000,0
20170530,000000,63.3684000,63.3684000,63.3684000,63.3684000,0
20170531,000000,62.9484000,62.9484000,62.9484000,62.9484000,0
20170601,000000,63.4107000,63.4107000,63.4107000,63.4107000,0
20170602,000000,63.5310000,63.5310000,63.5310000,63.5310000,0
20170603,000000,63.6092000,63.6092000,63.6092000,63.6092000,0
20170606,000000,63.8110000,63.8110000,63.8110000,63.8110000,0
20170607,000000,63.7817000,63.7817000,63.7817000,63.7817000,0
20170608,000000,63.7179000,63.7179000,63.7179000,63.7179000,0
20170609,000000,64.1488000,64.1488000,64.1488000,64.1488000,0
20170610,000000,63.7852000,63.7852000,63.7852000,63.7852000,0
20170614,000000,63.7729000,63.7729000,63.7729000,63.7729000,0
20170615,000000,63.9481000,63.9481000,63.9481000,63.9481000,0
20170616,000000,64.2795000,64.2795000,64.2795000,64.2795000,0
20170617,000000,64.4561000,64.4561000,64.4561000,64.4561000,0
20170620,000000,64.8614000,64.8614000,64.8614000,64.8614000,0
20170621,000000,65.3210000,65.3210000,65.3210000,65.3210000,0
20170622,000000,66.7980000,66.7980000,66.7980000,66.7980000,0
20170623,000000,67.1495000,67.1495000,67.1495000,67.1495000,0
20170624,000000,66.6780000,66.6780000,66.6780000,66.6780000,0
20170627,000000,66.0816000,66.0816000,66.0816000,66.0816000,0
20170628,000000,65.9563000,65.9563000,65.9563000,65.9563000,0
20170629,000000,67.6868000,67.6868000,67.6868000,67.6868000,0
20170630,000000,67.4993000,67.4993000,67.4993000,67.4993000,0
20170701,000000,67.8072000,67.8072000,67.8072000,67.8072000,0
20170704,000000,67.2016000,67.2016000,67.2016000,67.2016000,0
20170705,000000,67.2966000,67.2966000,67.2966000,67.2966000,0
20170706,000000,67.6754000,67.6754000,67.6754000,67.6754000,0
20170707,000000,68.3814000,68.3814000,68.3814000,68.3814000,0
20170708,000000,68.9470000,68.9470000,68.9470000,68.9470000,0
20170711,000000,68.7737000,68.7737000,68.7737000,68.7737000,0
20170712,000000,69.2007000,69.2007000,69.2007000,69.2007000,0
20170713,000000,69.4494000,69.4494000,69.4494000,69.4494000,0
20170714,000000,68.8139000,68.8139000,68.8139000,68.8139000,0
20170715,000000,68.3597000,68.3597000,68.3597000,68.3597000,0
20170718,000000,67.6184000,67.6184000,67.6184000,67.6184000,0
20170719,000000,68.4008000,68.4008000,68.4008000,68.4008000,0
20170720,000000,68.2762000,68.2762000,68.2762000,68.2762000,0
20170721,000000,68.0037000,68.0037000,68.0037000,68.0037000,0
20170722,000000,68.6623000,68.6623000,68.6623000,68.6623000,0
20170725,000000,69.4708000,69.4708000,69.4708000,69.4708000,0
20170726,000000,69.7005000,69.7005000,69.7005000,69.7005000,0
20170727,000000,69.6816000,69.6816000,69.6816000,69.6816000,0
20170728,000000,69.6406000,69.6406000,69.6406000,69.6406000,0
20170729,000000,69.6779000,69.6779000,69.6779000,69.6779000,0
20170801,000000,70.4603000,70.4603000,70.4603000,70.4603000,0
20170802,000000,70.7313000,70.7313000,70.7313000,70.7313000,0
20170803,000000,71.6866000,71.6866000,71.6866000,71.6866000,0
20170804,000000,71.9527000,71.9527000,71.9527000,71.9527000,0
20170805,000000,71.6879000,71.6879000,71.6879000,71.6879000,0
20170808,000000,70.8414000,70.8414000,70.8414000,70.8414000,0
20170809,000000,70.8405000,70.8405000,70.8405000,70.8405000,0
20170810,000000,70.4183000,70.4183000,70.4183000,70.4183000,0
20170811,000000,70.2677000,70.2677000,70.2677000,70.2677000,0
20170812,000000,70.7502000,70.7502000,70.7502000,70.7502000,0
20170815,000000,70.6645000,70.6645000,70.6645000,70.6645000,0
