<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160905,000000,351.4000000,357.8000000,350.0000000,353.6000000,4143160
20160906,000000,354.2500000,358.3000000,351.6500000,358.0000000,2888370
20160907,000000,358.0000000,364.5500000,357.6500000,364.0000000,3553420
20160908,000000,366.0000000,366.6000000,361.4500000,364.7500000,3354060
20160909,000000,363.5000000,364.3500000,360.0500000,362.4000000,2632560
20160912,000000,358.4500000,369.3000000,358.4500000,367.0000000,3737170
20160913,000000,366.6500000,370.2500000,362.7500000,363.9000000,3458840
20160914,000000,364.2500000,367.8000000,362.4500000,367.1500000,3333770
20160915,000000,366.4500000,370.8000000,363.5000000,367.9000000,4679700
20160916,000000,368.5500000,368.7000000,358.9500000,360.8500000,4512620
20160919,000000,361.4500000,363.7000000,355.0500000,361.2000000,3201300
20160920,000000,360.3000000,360.6500000,354.0000000,358.8000000,2511870
20160921,000000,359.1000000,362.1500000,355.1000000,360.0000000,2297660
20160922,000000,361.1500000,362.4000000,357.0500000,360.4500000,3238850
20160923,000000,359.4500000,360.0500000,353.0500000,356.0500000,3181650
20160926,000000,355.5500000,355.6000000,348.6000000,350.3500000,2065730
20160927,000000,350.7500000,350.7500000,339.3000000,341.0000000,6224750
20160928,000000,339.9500000,345.8500000,337.7500000,341.3000000,3877830
20160929,000000,347.0000000,351.1000000,346.2500000,349.2000000,2936410
20160930,000000,346.7000000,352.3500000,342.8000000,342.8000000,3777950
20161003,000000,345.0000000,352.7000000,344.1500000,346.0000000,3632040
20161004,000000,346.2000000,349.3000000,342.9000000,346.6000000,2720590
20161005,000000,346.4000000,347.1500000,336.5500000,341.7000000,6744530
20161006,000000,341.2500000,344.0000000,337.0500000,343.4000000,2869270
20161007,000000,342.5500000,345.0500000,339.0000000,341.5000000,2829040
20161010,000000,341.9000000,361.3000000,339.7500000,361.0000000,6765220
20161011,000000,361.9500000,367.5000000,359.2500000,362.0500000,6038550
20161012,000000,361.7000000,366.9000000,360.2500000,363.1500000,4148270
20161013,000000,362.4000000,365.7000000,358.0000000,359.4000000,3701740
20161014,000000,360.2500000,361.4500000,349.3000000,353.8500000,4191410
20161017,000000,351.0500000,353.9500000,345.2000000,348.0000000,4576310
20161018,000000,350.4000000,350.5000000,344.2000000,345.7500000,3098780
20161019,000000,347.5000000,347.5000000,343.6000000,345.1000000,1698010
20161020,000000,345.3000000,345.3500000,342.0500000,342.8000000,1828710
20161021,000000,343.7000000,345.1500000,341.6000000,344.3000000,1723610
20161024,000000,344.3500000,348.9000000,344.3000000,347.7500000,2599930
20161025,000000,347.7500000,351.0000000,345.2500000,348.7000000,2235030
20161026,000000,348.6500000,348.8500000,345.0000000,347.6000000,1826390
20161027,000000,347.1500000,348.3500000,342.1500000,346.7000000,2381810
20161028,000000,346.7000000,351.0000000,346.3000000,349.9000000,1533640
20161031,000000,348.2000000,350.0500000,345.3500000,347.6500000,1872340
20161101,000000,348.2500000,355.7000000,347.7000000,354.8000000,2647780
20161102,000000,354.8000000,360.4500000,347.0500000,348.1500000,4489830
20161103,000000,350.0000000,350.2500000,341.3000000,342.0000000,3235260
20161107,000000,343.1000000,345.5000000,340.2000000,341.0000000,3049930
20161108,000000,341.2000000,344.6000000,339.2000000,340.5000000,1818440
20161109,000000,336.5000000,348.5000000,336.0500000,347.6000000,3671370
20161110,000000,348.7500000,358.0000000,346.0000000,351.0500000,5388530
20161111,000000,351.1000000,353.0500000,342.1000000,342.1000000,3119050
20161114,000000,343.9000000,345.6000000,337.0000000,337.7000000,3089040
20161115,000000,337.0000000,342.3000000,333.1000000,338.0000000,4439390
20161116,000000,341.3500000,345.6000000,338.0500000,339.2500000,5001940
20161117,000000,339.2500000,342.9000000,336.8500000,338.1500000,3682090
20161118,000000,338.1500000,340.8000000,336.7500000,337.0000000,2686640
20161121,000000,339.0000000,343.9000000,338.4500000,340.5500000,3572370
20161122,000000,341.7500000,343.4000000,340.6500000,341.8000000,2206660
20161123,000000,341.8000000,347.4500000,341.6000000,347.4500000,3209390
20161124,000000,347.1500000,349.9000000,345.3500000,346.5500000,2304620
20161125,000000,345.4500000,346.4500000,340.3000000,341.5000000,2167950
20161128,000000,341.2500000,342.1500000,334.5000000,336.6000000,4536830
20161129,000000,337.5000000,339.2000000,335.1500000,336.7500000,2551450
20161130,000000,336.7500000,344.8500000,336.1500000,340.2000000,7174140
20161201,000000,343.1500000,345.3500000,338.3500000,338.5000000,5985030
20161202,000000,338.5000000,342.4000000,336.2500000,340.0000000,4370990
20161205,000000,339.9000000,353.0000000,339.7500000,351.5000000,7398630
20161206,000000,352.2500000,358.0000000,349.5000000,352.6500000,10188210
20161207,000000,352.6500000,356.8500000,349.3000000,356.2500000,4378130
20161208,000000,370.7000000,380.9500000,366.7000000,375.8500000,25819760
20161209,000000,376.8000000,379.2000000,368.2500000,370.8000000,7266030
20161212,000000,376.6000000,388.1500000,372.3000000,388.1500000,11580190
20161213,000000,386.9500000,399.0000000,383.5000000,397.8000000,8979650
20161214,000000,397.8500000,403.7000000,396.6500000,403.0500000,6806550
20161215,000000,402.9500000,403.0000000,393.0000000,400.4500000,9141900
20161216,000000,400.4500000,414.7500000,400.4500000,410.5000000,6770560
20161219,000000,409.2500000,414.9000000,401.1500000,402.6000000,3343640
20161220,000000,401.5000000,405.4000000,396.2000000,400.1500000,3159600
20161221,000000,400.4500000,405.3500000,398.0000000,399.6500000,2926050
20161222,000000,399.0500000,399.1000000,390.8500000,391.6000000,3991560
20161223,000000,391.6000000,394.0000000,379.0000000,382.8500000,3786060
20161226,000000,382.9000000,391.9500000,382.1000000,388.6500000,1628260
20161227,000000,389.5000000,398.0000000,388.8000000,398.0000000,1996510
20161228,000000,398.5500000,403.9000000,395.4500000,398.2000000,3159260
20161229,000000,397.4500000,400.0000000,393.5500000,398.8000000,2710770
20161230,000000,399.0000000,403.0000000,396.0000000,402.8000000,1966760
20170103,000000,403.6000000,425.7000000,403.6000000,419.5000000,5895780
20170104,000000,418.9500000,420.0000000,403.7000000,406.4000000,4154670
20170105,000000,407.5000000,411.5000000,396.6000000,399.0000000,4826110
20170106,000000,399.2000000,399.7500000,390.1500000,392.5000000,3659190
20170109,000000,393.0500000,395.9500000,390.2500000,394.0000000,4477860
20170110,000000,392.8000000,405.7500000,392.1000000,404.4000000,3733170
20170111,000000,402.6500000,404.4500000,392.0000000,397.5000000,6230630
20170112,000000,400.3500000,400.6500000,390.4500000,390.9500000,5052000
20170113,000000,391.9500000,394.9500000,383.1000000,388.0000000,5316510
20170116,000000,388.0000000,395.5000000,382.0000000,392.2000000,2893850
20170117,000000,393.4000000,394.4000000,385.8500000,391.7000000,3732220
20170118,000000,392.0500000,394.9000000,385.6500000,387.0000000,4342160
20170119,000000,387.9500000,389.2500000,374.1000000,380.7500000,5708260
20170120,000000,380.5000000,390.7500000,374.1000000,387.5000000,4237510
20170123,000000,387.9000000,392.0000000,381.8500000,390.2000000,3540550
20170124,000000,391.7000000,392.6500000,386.2500000,388.1500000,3025250
20170125,000000,388.2500000,390.5500000,381.0000000,383.7000000,4235900
20170126,000000,384.4500000,391.7000000,384.1500000,389.0000000,5103850
20170127,000000,388.9000000,402.0000000,387.7500000,402.0000000,8882370
20170130,000000,402.0000000,402.0000000,395.0500000,399.0000000,2305850
20170131,000000,398.0000000,401.4500000,396.6000000,400.6000000,3423510
20170201,000000,400.6000000,401.5000000,397.6000000,401.5000000,3674180
20170202,000000,401.7000000,404.8500000,396.6000000,397.3000000,5200620
20170203,000000,398.3000000,400.0000000,396.5000000,397.8500000,2200950
20170206,000000,398.3000000,400.5000000,390.8500000,394.0000000,3400150
20170207,000000,393.3000000,394.6000000,386.6500000,389.7000000,3134710
20170208,000000,387.9500000,389.6000000,375.3000000,378.0500000,6768350
20170209,000000,378.4000000,380.3000000,375.0000000,379.8000000,3074500
20170210,000000,380.5500000,383.5000000,376.0500000,377.6000000,3667700
20170213,000000,377.0000000,382.3000000,376.2500000,379.0000000,4440840
20170214,000000,378.5000000,380.2500000,367.8500000,369.8500000,5505650
20170215,000000,368.6000000,370.9000000,360.0000000,360.0000000,7808440
20170216,000000,360.7000000,363.6500000,356.4500000,362.0000000,4863890
20170217,000000,362.4500000,364.6500000,352.7500000,354.0000000,5718390
20170220,000000,356.3000000,356.7500000,346.8000000,349.0000000,5778090
20170221,000000,349.4000000,356.5000000,347.1000000,354.0000000,5776840
20170222,000000,355.0500000,356.7000000,345.5500000,347.0000000,5007360
20170224,000000,348.0000000,349.4500000,340.3000000,343.0000000,3369550
20170227,000000,344.9000000,344.9000000,330.4000000,331.0500000,8427910
20170228,000000,331.0000000,334.0000000,326.9000000,331.1000000,5920880
20170301,000000,331.0500000,344.3000000,331.0500000,341.8000000,6010980
20170302,000000,342.9000000,346.4500000,336.6000000,336.6000000,6284360
20170303,000000,336.0000000,342.0000000,333.1000000,336.5000000,3664980
20170306,000000,336.0000000,341.4000000,332.0000000,332.0000000,4084620
20170307,000000,332.7000000,334.6500000,323.7500000,329.1000000,5859570
20170309,000000,325.0000000,328.1000000,315.5000000,318.8500000,7718580
20170310,000000,319.3000000,322.5500000,312.3500000,315.0000000,6762000
20170313,000000,313.5500000,321.5000000,313.2500000,318.2500000,3923710
20170314,000000,318.5000000,322.4000000,312.0000000,315.4000000,5456060
20170315,000000,316.8000000,320.0500000,313.5000000,314.7000000,4550390
20170316,000000,318.7000000,319.7500000,312.9000000,313.9500000,8910280
20170317,000000,313.9500000,320.2000000,313.0000000,314.4500000,8081340
20170320,000000,315.3000000,317.0000000,309.3000000,311.1500000,5645400
20170321,000000,312.3000000,325.6500000,311.5500000,316.0000000,11677330
20170322,000000,313.8000000,320.4500000,312.8500000,320.3500000,7575780
20170323,000000,321.1000000,324.5000000,316.5000000,317.9500000,4987550
20170324,000000,317.9500000,319.8000000,314.6000000,315.6500000,3549240
20170327,000000,314.8500000,314.9500000,306.7500000,309.8000000,5650210
20170328,000000,311.3500000,315.4000000,308.4500000,314.6000000,4094580
20170329,000000,315.5500000,322.2000000,314.1000000,322.2000000,5709940
20170330,000000,322.0000000,329.0000000,321.5500000,328.7000000,7515000
20170331,000000,327.5000000,328.9000000,323.1000000,323.5000000,4441290
20170403,000000,324.6000000,330.8500000,323.6000000,328.4000000,4365060
20170404,000000,327.2000000,331.8000000,325.4000000,331.7000000,4096990
20170405,000000,332.4500000,339.4500000,332.2500000,338.2000000,5783430
20170406,000000,337.1000000,339.7000000,335.6000000,337.9500000,3268950
20170407,000000,336.8500000,337.4000000,330.0000000,335.9500000,5981020
20170410,000000,334.5000000,335.4500000,320.0500000,327.2000000,7989610
20170411,000000,326.5000000,334.1500000,325.8500000,330.5000000,4773120
20170412,000000,331.4000000,333.9500000,325.0000000,325.1000000,4114920
20170413,000000,327.0000000,327.2500000,319.7000000,321.9000000,5601830
20170414,000000,320.1500000,321.0000000,315.1000000,315.7500000,1605320
