<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190729,000000,7649.8200000,7683.2500000,7632.6600000,7683.2500000,18266303107
20190730,000000,7687.8700000,7687.8700000,7616.9700000,7664.1100000,19286345688
20190731,000000,7659.2200000,7713.0100000,7633.1000000,7699.9800000,22021003570
20190801,000000,7665.9300000,7715.5900000,7660.4800000,7702.0500000,16159262620
20190802,000000,7637.5000000,7661.0700000,7563.2200000,7567.1100000,27204660984
20190805,000000,7554.3300000,7569.0800000,7467.6300000,7476.7800000,23463202277
20190806,000000,7502.0800000,7587.0800000,7502.0800000,7578.2000000,20585805483
20190807,000000,7572.8500000,7591.5400000,7522.1000000,7545.6200000,22571011847
20190808,000000,7598.6500000,7641.4800000,7596.3600000,7601.2200000,16188217865
20190809,000000,7610.5600000,7619.6400000,7561.3700000,7568.9700000,11969139288
20190812,000000,7594.9400000,7620.0900000,7549.9500000,7573.8000000,11415912199
20190813,000000,7564.6000000,7598.7200000,7487.8700000,7554.2200000,18292310340
20190814,000000,7559.5100000,7561.0600000,7397.6200000,7416.5800000,18516933987
20190815,000000,7434.1400000,7448.6700000,7372.2400000,7382.6100000,17769885702
20190816,000000,7409.3800000,7423.9300000,7369.1400000,7369.1400000,15962096991
20190819,000000,7410.3200000,7463.7700000,7372.6500000,7441.7300000,19538192079
20190820,000000,7462.4700000,7540.5500000,7439.8800000,7534.1600000,18153211626
20190821,000000,7542.6200000,7549.5700000,7508.8900000,7514.4300000,14659914210
20190822,000000,7504.9100000,7525.3700000,7479.5200000,7493.8500000,14427573129
20190823,000000,7512.1200000,7515.8300000,7440.4000000,7448.6200000,15687075891
20190826,000000,7402.5300000,7492.2300000,7396.9500000,7447.3700000,8416078752
20190827,000000,7447.9500000,7447.9500000,7357.8100000,7436.0000000,39253679068
20190828,000000,7432.6000000,7489.5800000,7402.0600000,7483.2300000,23193631318
20190829,000000,7494.5900000,7575.4900000,7485.8900000,7571.3900000,25728211690
20190830,000000,7581.0800000,7621.7300000,7573.7800000,7621.7300000,14999179498
20190902,000000,7627.0800000,7797.8600000,7599.7600000,7790.8700000,21275469571
20190903,000000,7790.5200000,7968.3800000,7748.7200000,7946.4400000,43723440547
20190904,000000,7997.8500000,8065.0200000,7907.3800000,7976.9400000,37238919637
20190905,000000,7997.9900000,8021.9800000,7932.1500000,7955.8600000,27539197669
20190906,000000,7916.5500000,7956.6600000,7864.1800000,7951.4300000,19576146430
20190909,000000,7960.0000000,7999.4900000,7886.2200000,7913.0300000,12768630337
20190910,000000,7902.8200000,7907.6600000,7857.6000000,7886.7200000,16657171682
20190911,000000,7893.8200000,8021.7100000,7871.0800000,8003.5900000,21158136172
20190912,000000,7987.0800000,8007.1900000,7917.4900000,7933.4400000,29466656913
20190913,000000,7921.5200000,7953.7600000,7879.1700000,7924.5300000,17460526735
20190916,000000,8035.2600000,8130.9100000,8017.4300000,8130.9100000,37845449643
20190917,000000,8128.6000000,8221.2800000,8015.4500000,8076.5200000,31194811209
20190918,000000,8061.8100000,8087.3900000,8007.2400000,8040.3600000,15663057781
20190919,000000,8028.0000000,8054.7300000,7980.4200000,7981.4400000,23432831759
20190920,000000,7980.1000000,8025.1700000,7929.2500000,8025.1700000,25384431146
20190923,000000,7988.8000000,8029.5000000,7935.6700000,8026.5600000,14888429790
20190924,000000,8042.6300000,8048.7900000,7912.3800000,7927.7200000,15242916486
20190925,000000,7901.0900000,7936.9400000,7862.0000000,7936.9400000,17042840273
20190926,000000,7885.3000000,7943.1700000,7878.7100000,7926.1000000,18785080184
20190927,000000,7931.0400000,7940.3600000,7879.3900000,7879.3900000,10008838530
20190930,000000,7877.1700000,7896.8500000,7835.5300000,7835.5300000,15233569113
20191001,000000,7855.6100000,7960.2400000,7854.1600000,7896.0500000,19730001192
20191002,000000,7896.2900000,7901.6500000,7767.3200000,7779.9100000,17374717185
20191003,000000,7783.9600000,7792.6200000,7712.2900000,7744.1800000,16413460545
20191004,000000,7774.9100000,7811.8500000,7727.7200000,7737.4000000,13653698425
20191007,000000,7757.7700000,7844.4900000,7726.1600000,7838.9700000,12221043451
20191008,000000,7844.7800000,7860.0700000,7791.3100000,7820.2200000,12270045366
20191009,000000,7804.8200000,7855.8000000,7801.5600000,7826.7400000,10878558868
20191010,000000,7796.0400000,7852.0500000,7757.1900000,7840.6700000,10083266274
20191011,000000,7868.8500000,7930.6400000,7852.9800000,7912.3600000,14069370093
20191014,000000,7926.4800000,7938.0400000,7847.6400000,7873.6300000,10421001918
20191015,000000,7857.1400000,7914.8900000,7844.6400000,7910.1700000,18116325019
20191016,000000,7915.5600000,8038.6700000,7911.4600000,8034.9500000,33139161321
20191017,000000,8031.5500000,8050.7600000,7998.9100000,8027.9000000,19501984302
20191018,000000,8028.0500000,8037.3800000,7987.2800000,7998.9500000,11880401988
20191021,000000,7994.7200000,8023.8200000,7973.8900000,8019.4500000,14059235303
20191022,000000,8021.3900000,8130.1300000,8004.2000000,8130.1300000,23915614287
20191023,000000,8097.9100000,8353.8400000,8089.8000000,8286.6000000,36330833791
20191024,000000,8295.5700000,8484.4300000,8291.2800000,8484.4300000,45854699530
20191025,000000,8480.5900000,8571.3500000,8444.2600000,8548.0700000,42989802591
20191028,000000,8587.5800000,8645.4900000,8373.7900000,8425.0500000,39816368513
20191029,000000,8403.0000000,8496.5800000,8378.4200000,8496.5800000,42225361697
20191030,000000,8471.4300000,8540.9800000,8444.8000000,8540.9800000,44473782383
20191031,000000,8552.4700000,8602.9100000,8457.4100000,8495.1000000,40173996808
20191101,000000,8505.8600000,8647.5400000,8471.8100000,8646.7800000,30215859843
20191105,000000,8728.5900000,8765.3900000,8679.1100000,8720.4100000,27494041047
20191106,000000,8720.6500000,8814.2200000,8646.2700000,8814.2200000,26915602419
20191107,000000,8777.3800000,8929.9800000,8749.3600000,8929.8800000,31503842437
20191108,000000,8907.9100000,8907.9100000,8757.0800000,8798.5100000,21173830211
20191111,000000,8780.2300000,8833.3000000,8739.0100000,8811.7200000,25490289720
20191112,000000,8831.3200000,8906.2500000,8779.2800000,8799.7300000,31570146017
20191113,000000,8752.0000000,8778.6400000,8710.6800000,8744.8600000,31627407173
20191114,000000,8754.3500000,8789.9700000,8632.3700000,8710.0500000,46956697406
